id,split
llama-Other-0180,train
llama-Other-0181,validation
llama-Other-0183,test
llama-Other-0184,train
llama-Other-0185,train
llama-Other-0186,train
llama-Other-0187,test
llama-Other-0188,test
llama-Other-0189,train
llama-Other-0190,train
llama-Other-0191,train
llama-Other-0192,train
llama-Other-0193,test
llama-Other-0194,train
llama-Other-0195,train
llama-Other-0196,validation
llama-Other-0197,train
llama-Other-0198,train
llama-Other-0199,train
qwen-Enjoyment-0000,train
qwen-Enjoyment-0001,test
qwen-Enjoyment-0002,validation
qwen-Enjoyment-0003,train
qwen-Enjoyment-0004,train
qwen-Enjoyment-0005,train
qwen-Enjoyment-0006,validation
qwen-Enjoyment-0007,train
qwen-Enjoyment-0008,test
qwen-Enjoyment-0009,train
qwen-Enjoyment-0010,test
qwen-Enjoyment-0011,train
qwen-Enjoyment-0012,train
qwen-Enjoyment-0013,train
qwen-Enjoyment-0014,train
qwen-Enjoyment-0015,train
qwen-Enjoyment-0016,train
qwen-Enjoyment-0017,train
qwen-Enjoyment-0018,train
qwen-Enjoyment-0019,train
qwen-Enjoyment-0020,train
qwen-Enjoyment-0021,train
qwen-Enjoyment-0022,train
qwen-Enjoyment-0023,test
qwen-Enjoyment-0024,train
qwen-Enjoyment-0025,train
qwen-Enjoyment-0026,train
qwen-Enjoyment-0027,train
qwen-Enjoyment-0028,train
qwen-Enjoyment-0029,train
qwen-Enjoyment-0030,train
qwen-Enjoyment-0031,train
qwen-Enjoyment-0032,train
qwen-Enjoyment-0033,train
qwen-Enjoyment-0034,train
qwen-Enjoyment-0035,train
qwen-Enjoyment-0036,test
qwen-Enjoyment-0037,validation
qwen-Enjoyment-0038,validation
qwen-Enjoyment-0039,train
qwen-Enjoyment-0040,train
qwen-Enjoyment-0041,validation
qwen-Enjoyment-0042,train
qwen-Enjoyment-0043,train
qwen-Enjoyment-0044,train
qwen-Enjoyment-0045,train
qwen-Enjoyment-0046,train
qwen-Enjoyment-0047,test
qwen-Enjoyment-0049,train
qwen-Enjoyment-0050,train
qwen-Enjoyment-0051,train
qwen-Enjoyment-0052,test
qwen-Enjoyment-0053,validation
qwen-Enjoyment-0054,test
qwen-Enjoyment-0055,train
qwen-Enjoyment-0056,train
qwen-Enjoyment-0057,train
qwen-Enjoyment-0058,train
qwen-Enjoyment-0059,train
qwen-Enjoyment-0060,test
qwen-Enjoyment-0061,train
qwen-Enjoyment-0062,train
qwen-Enjoyment-0063,train
qwen-Enjoyment-0064,train
qwen-Enjoyment-0065,train
qwen-Enjoyment-0066,train
qwen-Enjoyment-0067,train
qwen-Enjoyment-0068,test
qwen-Enjoyment-0069,test
qwen-Enjoyment-0070,test
qwen-Enjoyment-0071,train
qwen-Enjoyment-0072,train
qwen-Enjoyment-0073,train
qwen-Enjoyment-0074,train
qwen-Enjoyment-0075,train
qwen-Enjoyment-0076,train
qwen-Enjoyment-0077,train
qwen-Enjoyment-0078,train
qwen-Enjoyment-0080,train
qwen-Enjoyment-0081,train
qwen-Enjoyment-0082,train
qwen-Enjoyment-0083,validation
qwen-Enjoyment-0084,train
qwen-Enjoyment-0085,train
qwen-Enjoyment-0086,train
qwen-Enjoyment-0087,train
qwen-Enjoyment-0088,train
qwen-Enjoyment-0089,train
qwen-Enjoyment-0090,train
qwen-Enjoyment-0091,test
qwen-Enjoyment-0092,train
qwen-Enjoyment-0093,train
qwen-Enjoyment-0094,test
qwen-Enjoyment-0095,train
qwen-Enjoyment-0096,train
qwen-Enjoyment-0097,test
qwen-Enjoyment-0098,validation
qwen-Enjoyment-0099,test
qwen-Enjoyment-0100,test
qwen-Enjoyment-0101,train
qwen-Enjoyment-0102,train
qwen-Enjoyment-0103,train
qwen-Enjoyment-0104,train
qwen-Enjoyment-0105,validation
qwen-Enjoyment-0106,train
qwen-Enjoyment-0107,train
qwen-Enjoyment-0108,train
qwen-Enjoyment-0109,train
qwen-Enjoyment-0110,train
qwen-Enjoyment-0111,train
qwen-Enjoyment-0112,train
qwen-Enjoyment-0113,validation
qwen-Enjoyment-0114,validation
qwen-Enjoyment-0115,train
qwen-Enjoyment-0116,train
qwen-Enjoyment-0117,test
qwen-Enjoyment-0118,train
qwen-Enjoyment-0119,train
qwen-Enjoyment-0120,train
qwen-Enjoyment-0121,validation
qwen-Enjoyment-0122,train
qwen-Enjoyment-0123,train
qwen-Enjoyment-0124,validation
qwen-Enjoyment-0125,test
qwen-Enjoyment-0126,train
qwen-Enjoyment-0127,test
qwen-Enjoyment-0128,train
qwen-Enjoyment-0129,validation
qwen-Enjoyment-0130,test
qwen-Enjoyment-0131,test
qwen-Enjoyment-0132,validation
qwen-Enjoyment-0133,train
qwen-Enjoyment-0134,train
qwen-Enjoyment-0135,train
qwen-Enjoyment-0136,train
qwen-Enjoyment-0137,train
qwen-Enjoyment-0138,train
qwen-Enjoyment-0139,train
qwen-Enjoyment-0140,test
qwen-Enjoyment-0141,validation
qwen-Enjoyment-0142,train
qwen-Enjoyment-0143,train
qwen-Enjoyment-0144,train
qwen-Enjoyment-0145,validation
qwen-Enjoyment-0146,validation
qwen-Enjoyment-0147,train
qwen-Enjoyment-0148,validation
qwen-Enjoyment-0149,validation
qwen-Enjoyment-0150,validation
qwen-Enjoyment-0151,train
qwen-Enjoyment-0152,test
qwen-Enjoyment-0153,train
qwen-Enjoyment-0154,train
qwen-Enjoyment-0155,train
qwen-Enjoyment-0156,train
qwen-Enjoyment-0157,train
qwen-Enjoyment-0158,train
qwen-Enjoyment-0159,validation
qwen-Enjoyment-0160,test
qwen-Enjoyment-0161,test
qwen-Enjoyment-0162,test
qwen-Enjoyment-0163,train
qwen-Enjoyment-0164,test
qwen-Enjoyment-0165,validation
qwen-Enjoyment-0166,train
qwen-Enjoyment-0167,train
qwen-Enjoyment-0168,train
qwen-Enjoyment-0169,train
qwen-Enjoyment-0170,train
qwen-Enjoyment-0171,train
qwen-Enjoyment-0172,train
qwen-Enjoyment-0173,validation
qwen-Enjoyment-0174,test
qwen-Enjoyment-0175,validation
qwen-Enjoyment-0176,train
qwen-Enjoyment-0177,validation
qwen-Enjoyment-0178,train
qwen-Enjoyment-0179,train
qwen-Enjoyment-0180,train
qwen-Enjoyment-0181,train
qwen-Enjoyment-0182,train
qwen-Enjoyment-0183,test
qwen-Enjoyment-0184,validation
qwen-Enjoyment-0185,validation
qwen-Enjoyment-0186,train
qwen-Enjoyment-0187,train
qwen-Enjoyment-0188,train
qwen-Enjoyment-0189,train
qwen-Enjoyment-0190,train
qwen-Enjoyment-0191,train
qwen-Enjoyment-0192,train
qwen-Enjoyment-0193,train
qwen-Enjoyment-0194,train
qwen-Enjoyment-0195,train
qwen-Enjoyment-0197,validation
qwen-Enjoyment-0198,train
qwen-Enjoyment-0199,train
qwen-Sadness-0000,validation
qwen-Sadness-0001,train
qwen-Sadness-0002,validation
qwen-Sadness-0003,train
qwen-Sadness-0004,train
qwen-Sadness-0005,train
qwen-Sadness-0006,train
qwen-Sadness-0007,train
qwen-Sadness-0008,train
qwen-Sadness-0009,train
qwen-Sadness-0010,train
qwen-Sadness-0011,validation
qwen-Sadness-0012,train
qwen-Sadness-0013,test
qwen-Sadness-0014,train
qwen-Sadness-0015,validation
qwen-Sadness-0016,train
qwen-Sadness-0017,train
qwen-Sadness-0018,test
qwen-Sadness-0019,test
qwen-Sadness-0020,train
qwen-Sadness-0021,train
qwen-Sadness-0022,train
qwen-Sadness-0023,train
qwen-Sadness-0024,train
qwen-Sadness-0025,train
qwen-Sadness-0026,train
qwen-Sadness-0027,train
qwen-Sadness-0028,train
qwen-Sadness-0029,train
qwen-Sadness-0030,train
qwen-Sadness-0031,train
qwen-Sadness-0032,train
qwen-Sadness-0033,train
qwen-Sadness-0034,train
qwen-Sadness-0035,validation
qwen-Sadness-0036,train
qwen-Sadness-0038,train
qwen-Sadness-0039,validation
qwen-Sadness-0040,train
qwen-Sadness-0041,train
qwen-Sadness-0042,train
qwen-Sadness-0043,train
qwen-Sadness-0044,test
qwen-Sadness-0045,validation
qwen-Sadness-0046,train
qwen-Sadness-0047,test
qwen-Sadness-0048,train
qwen-Sadness-0049,validation
qwen-Sadness-0050,train
qwen-Sadness-0051,train
qwen-Sadness-0052,train
qwen-Sadness-0053,train
qwen-Sadness-0054,test
qwen-Sadness-0055,train
qwen-Sadness-0056,test
qwen-Sadness-0057,train
qwen-Sadness-0058,test
qwen-Sadness-0059,train
qwen-Sadness-0060,train
qwen-Sadness-0061,validation
qwen-Sadness-0062,train
qwen-Sadness-0063,train
qwen-Sadness-0064,train
qwen-Sadness-0065,train
qwen-Sadness-0066,train
qwen-Sadness-0067,train
qwen-Sadness-0068,train
qwen-Sadness-0069,train
qwen-Sadness-0070,validation
qwen-Sadness-0071,train
qwen-Sadness-0072,train
qwen-Sadness-0073,train
qwen-Sadness-0074,test
qwen-Sadness-0075,train
qwen-Sadness-0076,train
qwen-Sadness-0077,train
qwen-Sadness-0078,train
qwen-Sadness-0079,train
qwen-Sadness-0080,validation
qwen-Sadness-0081,train
qwen-Sadness-0082,train
qwen-Sadness-0083,train
qwen-Sadness-0084,train
qwen-Sadness-0085,train
qwen-Sadness-0086,train
qwen-Sadness-0087,train
qwen-Sadness-0088,train
qwen-Sadness-0089,train
qwen-Sadness-0090,validation
qwen-Sadness-0091,test
qwen-Sadness-0092,test
qwen-Sadness-0093,train
qwen-Sadness-0094,train
qwen-Sadness-0095,train
qwen-Sadness-0096,train
qwen-Sadness-0097,train
qwen-Sadness-0098,train
qwen-Sadness-0099,train
qwen-Sadness-0100,train
qwen-Sadness-0101,train
qwen-Sadness-0103,validation
qwen-Sadness-0104,train
qwen-Sadness-0105,train
qwen-Sadness-0106,validation
qwen-Sadness-0107,train
qwen-Sadness-0108,train
qwen-Sadness-0109,validation
qwen-Sadness-0110,train
qwen-Sadness-0111,train
qwen-Sadness-0112,train
qwen-Sadness-0113,train
qwen-Sadness-0114,validation
qwen-Sadness-0115,train
qwen-Sadness-0116,train
qwen-Sadness-0117,train
qwen-Sadness-0118,test
qwen-Sadness-0119,validation
qwen-Sadness-0120,train
qwen-Sadness-0121,train
qwen-Sadness-0122,train
qwen-Sadness-0123,train
qwen-Sadness-0124,train
qwen-Sadness-0125,train
qwen-Sadness-0126,train
qwen-Sadness-0127,validation
qwen-Sadness-0128,validation
qwen-Sadness-0129,train
qwen-Sadness-0130,train
qwen-Sadness-0131,train
qwen-Sadness-0132,validation
qwen-Sadness-0133,validation
qwen-Sadness-0134,train
qwen-Sadness-0135,validation
qwen-Sadness-0136,train
qwen-Sadness-0137,train
qwen-Sadness-0138,train
qwen-Sadness-0139,train
qwen-Sadness-0140,train
qwen-Sadness-0141,train
qwen-Sadness-0142,test
qwen-Sadness-0143,train
qwen-Sadness-0144,test
qwen-Sadness-0145,test
qwen-Sadness-0146,train
qwen-Sadness-0147,validation
qwen-Sadness-0148,test
qwen-Sadness-0149,test
qwen-Sadness-0150,validation
qwen-Sadness-0151,train
qwen-Sadness-0152,train
qwen-Sadness-0153,train
qwen-Sadness-0154,validation
qwen-Sadness-0155,train
qwen-Sadness-0156,train
qwen-Sadness-0157,train
qwen-Sadness-0158,train
qwen-Sadness-0159,validation
qwen-Sadness-0160,test
qwen-Sadness-0161,test
qwen-Sadness-0162,test
qwen-Sadness-0163,train
qwen-Sadness-0164,test
qwen-Sadness-0165,train
qwen-Sadness-0166,train
qwen-Sadness-0167,test
qwen-Sadness-0168,test
qwen-Sadness-0169,train
qwen-Sadness-0170,validation
qwen-Sadness-0171,train
qwen-Sadness-0172,train
qwen-Sadness-0173,train
qwen-Sadness-0175,test
qwen-Sadness-0176,train
qwen-Sadness-0177,validation
qwen-Sadness-0178,test
qwen-Sadness-0179,train
qwen-Sadness-0180,train
qwen-Sadness-0181,test
qwen-Sadness-0182,train
qwen-Sadness-0183,train
qwen-Sadness-0184,test
qwen-Sadness-0185,test
qwen-Sadness-0186,train
qwen-Sadness-0187,train
qwen-Sadness-0188,test
qwen-Sadness-0189,train
qwen-Sadness-0190,train
qwen-Sadness-0191,train
qwen-Sadness-0192,validation
qwen-Sadness-0193,validation
qwen-Sadness-0194,train
qwen-Sadness-0195,train
qwen-Sadness-0196,train
qwen-Sadness-0197,test
qwen-Sadness-0198,train
qwen-Sadness-0199,train
qwen-Anger-0000,test
qwen-Anger-0002,train
qwen-Anger-0003,train
qwen-Anger-0004,train
qwen-Anger-0005,test
qwen-Anger-0006,validation
qwen-Anger-0007,validation
qwen-Anger-0008,train
qwen-Anger-0009,train
qwen-Anger-0010,train
qwen-Anger-0011,test
qwen-Anger-0012,train
qwen-Anger-0013,train
qwen-Anger-0014,test
qwen-Anger-0015,train
qwen-Anger-0016,train
qwen-Anger-0017,train
qwen-Anger-0018,train
qwen-Anger-0019,train
qwen-Anger-0020,train
qwen-Anger-0021,train
qwen-Anger-0022,train
qwen-Anger-0023,test
qwen-Anger-0024,train
qwen-Anger-0025,train
qwen-Anger-0026,train
qwen-Anger-0028,train
qwen-Anger-0029,train
qwen-Anger-0030,train
qwen-Anger-0031,validation
qwen-Anger-0032,train
qwen-Anger-0033,validation
qwen-Anger-0035,train
qwen-Anger-0036,train
qwen-Anger-0037,validation
qwen-Anger-0038,train
qwen-Anger-0039,train
qwen-Anger-0040,train
qwen-Anger-0041,test
qwen-Anger-0042,validation
qwen-Anger-0043,train
qwen-Anger-0044,test
qwen-Anger-0045,train
qwen-Anger-0046,train
qwen-Anger-0047,train
qwen-Anger-0048,train
qwen-Anger-0049,train
qwen-Anger-0050,train
qwen-Anger-0051,train
qwen-Anger-0054,train
qwen-Anger-0055,validation
qwen-Anger-0056,train
qwen-Anger-0057,test
qwen-Anger-0058,train
qwen-Anger-0059,train
qwen-Anger-0060,train
qwen-Anger-0061,train
qwen-Anger-0062,train
qwen-Anger-0063,train
qwen-Anger-0064,test
qwen-Anger-0065,train
qwen-Anger-0066,validation
qwen-Anger-0067,validation
qwen-Anger-0068,validation
qwen-Anger-0069,train
qwen-Anger-0070,train
qwen-Anger-0071,test
qwen-Anger-0072,train
qwen-Anger-0073,test
qwen-Anger-0074,train
qwen-Anger-0075,validation
qwen-Anger-0076,train
qwen-Anger-0077,validation
qwen-Anger-0078,train
qwen-Anger-0080,train
qwen-Anger-0081,validation
qwen-Anger-0082,train
qwen-Anger-0083,test
qwen-Anger-0084,train
qwen-Anger-0085,test
qwen-Anger-0086,train
qwen-Anger-0087,train
qwen-Anger-0088,train
qwen-Anger-0089,train
qwen-Anger-0090,validation
qwen-Anger-0091,train
qwen-Anger-0093,train
qwen-Anger-0094,train
qwen-Anger-0095,train
qwen-Anger-0097,train
qwen-Anger-0098,validation
qwen-Anger-0099,train
qwen-Anger-0100,train
qwen-Anger-0101,train
qwen-Anger-0102,validation
qwen-Anger-0103,train
qwen-Anger-0104,train
qwen-Anger-0105,train
qwen-Anger-0106,validation
qwen-Anger-0107,train
qwen-Anger-0108,train
qwen-Anger-0109,train
qwen-Anger-0110,train
qwen-Anger-0111,train
qwen-Anger-0112,train
qwen-Anger-0113,test
qwen-Anger-0114,test
qwen-Anger-0115,train
qwen-Anger-0116,train
qwen-Anger-0117,train
qwen-Anger-0118,train
qwen-Anger-0119,train
qwen-Anger-0120,train
qwen-Anger-0123,train
qwen-Anger-0124,train
qwen-Anger-0127,train
qwen-Anger-0129,train
qwen-Anger-0130,train
qwen-Anger-0131,test
qwen-Anger-0132,train
qwen-Anger-0133,train
qwen-Anger-0134,test
qwen-Anger-0135,train
qwen-Anger-0136,train
qwen-Anger-0137,validation
qwen-Anger-0139,train
qwen-Anger-0140,validation
qwen-Anger-0141,train
qwen-Anger-0142,train
qwen-Anger-0143,validation
qwen-Anger-0144,train
qwen-Anger-0145,test
qwen-Anger-0146,train
qwen-Anger-0148,validation
qwen-Anger-0149,train
qwen-Anger-0150,train
qwen-Anger-0151,train
qwen-Anger-0152,train
qwen-Anger-0153,validation
qwen-Anger-0154,test
qwen-Anger-0156,validation
qwen-Anger-0157,train
qwen-Anger-0158,train
qwen-Anger-0159,train
qwen-Anger-0162,train
qwen-Anger-0163,validation
qwen-Anger-0164,train
qwen-Anger-0166,train
qwen-Anger-0167,train
qwen-Anger-0168,train
qwen-Anger-0169,train
qwen-Anger-0170,validation
qwen-Anger-0171,train
qwen-Anger-0172,train
qwen-Anger-0174,train
qwen-Anger-0175,test
qwen-Anger-0176,train
qwen-Anger-0177,train
qwen-Anger-0178,test
qwen-Anger-0181,train
qwen-Anger-0182,train
qwen-Anger-0183,test
qwen-Anger-0185,train
qwen-Anger-0187,test
qwen-Anger-0188,test
qwen-Anger-0189,train
qwen-Anger-0190,test
qwen-Anger-0191,train
qwen-Anger-0192,test
qwen-Anger-0193,train
qwen-Anger-0194,train
qwen-Anger-0195,train
qwen-Anger-0196,validation
qwen-Anger-0198,validation
qwen-Anger-0199,train
qwen-Fear-0000,train
qwen-Fear-0001,train
qwen-Fear-0002,train
qwen-Fear-0003,train
qwen-Fear-0004,train
qwen-Fear-0005,train
qwen-Fear-0006,train
qwen-Fear-0007,train
qwen-Fear-0008,train
qwen-Fear-0009,train
qwen-Fear-0010,test
qwen-Fear-0011,test
qwen-Fear-0013,train
qwen-Fear-0014,train
qwen-Fear-0015,train
qwen-Fear-0016,train
qwen-Fear-0017,validation
qwen-Fear-0018,train
qwen-Fear-0019,test
qwen-Fear-0020,train
qwen-Fear-0021,train
qwen-Fear-0022,train
qwen-Fear-0023,train
qwen-Fear-0024,train
qwen-Fear-0025,test
qwen-Fear-0027,test
qwen-Fear-0028,train
qwen-Fear-0029,train
qwen-Fear-0030,test
qwen-Fear-0031,train
qwen-Fear-0032,train
qwen-Fear-0034,train
qwen-Fear-0035,test
qwen-Fear-0036,train
qwen-Fear-0037,test
qwen-Fear-0039,test
qwen-Fear-0040,train
qwen-Fear-0041,train
qwen-Fear-0042,test
qwen-Fear-0044,test
qwen-Fear-0045,train
qwen-Fear-0046,validation
qwen-Fear-0047,train
qwen-Fear-0048,test
qwen-Fear-0049,train
qwen-Fear-0050,train
qwen-Fear-0051,test
qwen-Fear-0052,train
qwen-Fear-0053,test
qwen-Fear-0054,train
qwen-Fear-0055,validation
qwen-Fear-0056,train
qwen-Fear-0057,train
qwen-Fear-0058,test
qwen-Fear-0059,validation
qwen-Fear-0060,validation
qwen-Fear-0061,test
qwen-Fear-0062,train
qwen-Fear-0064,train
qwen-Fear-0065,train
qwen-Fear-0066,test
qwen-Fear-0067,test
qwen-Fear-0068,train
qwen-Fear-0069,train
qwen-Fear-0070,train
qwen-Fear-0071,train
qwen-Fear-0072,train
qwen-Fear-0073,train
qwen-Fear-0074,test
qwen-Fear-0075,train
qwen-Fear-0076,train
qwen-Fear-0077,train
qwen-Fear-0078,validation
qwen-Fear-0079,validation
qwen-Fear-0080,train
qwen-Fear-0082,train
qwen-Fear-0084,train
qwen-Fear-0085,train
qwen-Fear-0086,train
qwen-Fear-0087,test
qwen-Fear-0088,test
qwen-Fear-0089,train
qwen-Fear-0090,train
qwen-Fear-0091,train
qwen-Fear-0092,train
qwen-Fear-0093,train
qwen-Fear-0094,train
qwen-Fear-0095,train
qwen-Fear-0096,train
qwen-Fear-0097,train
qwen-Fear-0098,train
qwen-Fear-0099,train
qwen-Fear-0100,train
qwen-Fear-0101,train
qwen-Fear-0102,train
qwen-Fear-0103,train
qwen-Fear-0104,train
qwen-Fear-0105,test
qwen-Fear-0106,train
qwen-Fear-0107,train
qwen-Fear-0108,validation
qwen-Fear-0109,validation
qwen-Fear-0110,train
qwen-Fear-0111,validation
qwen-Fear-0113,train
qwen-Fear-0114,train
qwen-Fear-0115,validation
qwen-Fear-0116,validation
qwen-Fear-0117,validation
qwen-Fear-0118,train
qwen-Fear-0119,validation
qwen-Fear-0120,train
qwen-Fear-0122,validation
qwen-Fear-0123,train
qwen-Fear-0124,validation
qwen-Fear-0125,train
qwen-Fear-0126,train
qwen-Fear-0127,train
qwen-Fear-0128,train
qwen-Fear-0129,train
qwen-Fear-0130,train
qwen-Fear-0131,train
qwen-Fear-0132,train
qwen-Fear-0133,train
qwen-Fear-0134,train
qwen-Fear-0135,train
qwen-Fear-0136,train
qwen-Fear-0137,train
qwen-Fear-0138,validation
qwen-Fear-0139,train
qwen-Fear-0140,test
qwen-Fear-0141,train
qwen-Fear-0142,train
qwen-Fear-0144,train
qwen-Fear-0145,train
qwen-Fear-0146,train
qwen-Fear-0147,train
qwen-Fear-0148,validation
qwen-Fear-0149,train
qwen-Fear-0151,train
qwen-Fear-0152,train
qwen-Fear-0153,train
qwen-Fear-0154,train
qwen-Fear-0155,train
qwen-Fear-0156,train
qwen-Fear-0158,train
qwen-Fear-0159,train
qwen-Fear-0160,train
qwen-Fear-0161,validation
qwen-Fear-0162,validation
qwen-Fear-0164,test
qwen-Fear-0166,train
qwen-Fear-0167,validation
qwen-Fear-0168,train
qwen-Fear-0169,train
qwen-Fear-0170,train
qwen-Fear-0171,train
qwen-Fear-0172,train
qwen-Fear-0173,train
qwen-Fear-0174,train
qwen-Fear-0175,validation
qwen-Fear-0176,train
qwen-Fear-0177,train
qwen-Fear-0178,test
qwen-Fear-0180,validation
qwen-Fear-0181,train
qwen-Fear-0182,validation
qwen-Fear-0183,train
qwen-Fear-0184,validation
qwen-Fear-0185,train
qwen-Fear-0186,test
qwen-Fear-0187,test
qwen-Fear-0189,train
qwen-Fear-0190,train
qwen-Fear-0191,train
qwen-Fear-0192,train
qwen-Fear-0194,validation
qwen-Fear-0197,train
qwen-Fear-0198,train
qwen-Fear-0199,validation
qwen-Disgust-0000,train
qwen-Disgust-0001,validation
qwen-Disgust-0002,train
qwen-Disgust-0003,validation
qwen-Disgust-0004,train
qwen-Disgust-0005,validation
qwen-Disgust-0006,train
qwen-Disgust-0007,train
qwen-Disgust-0008,validation
qwen-Disgust-0009,test
qwen-Disgust-0010,train
qwen-Disgust-0011,train
qwen-Disgust-0012,train
qwen-Disgust-0013,train
qwen-Disgust-0014,train
qwen-Disgust-0015,train
qwen-Disgust-0016,validation
qwen-Disgust-0017,train
qwen-Disgust-0019,train
qwen-Disgust-0020,test
qwen-Disgust-0021,train
qwen-Disgust-0022,test
qwen-Disgust-0023,train
qwen-Disgust-0024,train
qwen-Disgust-0025,train
qwen-Disgust-0026,test
qwen-Disgust-0028,train
qwen-Disgust-0029,test
qwen-Disgust-0030,train
qwen-Disgust-0031,train
qwen-Disgust-0032,train
qwen-Disgust-0033,train
qwen-Disgust-0034,train
qwen-Disgust-0035,test
qwen-Disgust-0037,test
qwen-Disgust-0038,test
qwen-Disgust-0040,validation
qwen-Disgust-0041,train
qwen-Disgust-0042,train
qwen-Disgust-0043,train
qwen-Disgust-0044,train
qwen-Disgust-0045,test
qwen-Disgust-0046,test
qwen-Disgust-0047,test
qwen-Disgust-0049,train
qwen-Disgust-0050,train
qwen-Disgust-0051,train
qwen-Disgust-0052,train
qwen-Disgust-0053,test
qwen-Disgust-0054,train
qwen-Disgust-0055,validation
qwen-Disgust-0056,train
qwen-Disgust-0057,validation
qwen-Disgust-0058,train
qwen-Disgust-0059,train
qwen-Disgust-0060,test
qwen-Disgust-0061,train
qwen-Disgust-0062,validation
qwen-Disgust-0063,test
qwen-Disgust-0064,test
qwen-Disgust-0065,train
qwen-Disgust-0066,train
qwen-Disgust-0067,train
qwen-Disgust-0068,train
qwen-Disgust-0069,validation
qwen-Disgust-0070,train
qwen-Disgust-0071,train
qwen-Disgust-0072,train
qwen-Disgust-0074,test
qwen-Disgust-0075,train
qwen-Disgust-0076,train
qwen-Disgust-0077,train
qwen-Disgust-0078,train
qwen-Disgust-0079,validation
qwen-Disgust-0080,train
qwen-Disgust-0081,train
qwen-Disgust-0082,train
qwen-Disgust-0083,validation
qwen-Disgust-0084,validation
qwen-Disgust-0085,train
qwen-Disgust-0086,train
qwen-Disgust-0087,train
qwen-Disgust-0088,train
qwen-Disgust-0089,train
qwen-Disgust-0090,train
qwen-Disgust-0091,test
qwen-Disgust-0092,test
qwen-Disgust-0093,train
qwen-Disgust-0094,test
qwen-Disgust-0095,train
qwen-Disgust-0096,train
qwen-Disgust-0097,train
qwen-Disgust-0098,train
qwen-Disgust-0099,train
qwen-Disgust-0100,validation
qwen-Disgust-0101,validation
qwen-Disgust-0102,train
qwen-Disgust-0103,train
qwen-Disgust-0104,train
qwen-Disgust-0105,train
qwen-Disgust-0106,train
qwen-Disgust-0107,validation
qwen-Disgust-0108,train
qwen-Disgust-0109,test
qwen-Disgust-0110,train
qwen-Disgust-0111,train
qwen-Disgust-0112,train
qwen-Disgust-0113,train
qwen-Disgust-0114,train
qwen-Disgust-0115,train
qwen-Disgust-0116,validation
qwen-Disgust-0117,test
qwen-Disgust-0119,train
qwen-Disgust-0120,train
qwen-Disgust-0121,train
qwen-Disgust-0122,train
qwen-Disgust-0123,test
qwen-Disgust-0124,train
qwen-Disgust-0125,train
qwen-Disgust-0126,validation
qwen-Disgust-0127,validation
qwen-Disgust-0128,train
qwen-Disgust-0129,train
qwen-Disgust-0130,train
qwen-Disgust-0131,train
qwen-Disgust-0132,train
qwen-Disgust-0133,train
qwen-Disgust-0135,train
qwen-Disgust-0136,train
qwen-Disgust-0137,validation
qwen-Disgust-0138,train
qwen-Disgust-0139,train
qwen-Disgust-0140,train
qwen-Disgust-0141,validation
qwen-Disgust-0142,train
qwen-Disgust-0143,train
qwen-Disgust-0144,train
qwen-Disgust-0145,train
qwen-Disgust-0146,train
qwen-Disgust-0147,train
qwen-Disgust-0148,train
qwen-Disgust-0149,test
qwen-Disgust-0150,train
qwen-Disgust-0151,validation
qwen-Disgust-0152,test
qwen-Disgust-0153,train
qwen-Disgust-0154,train
qwen-Disgust-0155,train
qwen-Disgust-0156,train
qwen-Disgust-0157,test
qwen-Disgust-0158,train
qwen-Disgust-0159,validation
qwen-Disgust-0160,train
qwen-Disgust-0161,train
qwen-Disgust-0162,test
qwen-Disgust-0163,train
qwen-Disgust-0164,validation
qwen-Disgust-0165,train
qwen-Disgust-0166,train
qwen-Disgust-0168,train
qwen-Disgust-0169,train
qwen-Disgust-0170,train
qwen-Disgust-0171,train
qwen-Disgust-0172,train
qwen-Disgust-0173,test
qwen-Disgust-0174,test
qwen-Disgust-0175,validation
qwen-Disgust-0176,train
qwen-Disgust-0177,train
qwen-Disgust-0178,train
qwen-Disgust-0179,train
qwen-Disgust-0180,train
qwen-Disgust-0181,test
qwen-Disgust-0182,validation
qwen-Disgust-0183,test
qwen-Disgust-0184,train
qwen-Disgust-0185,train
qwen-Disgust-0186,validation
qwen-Disgust-0187,train
qwen-Disgust-0188,train
qwen-Disgust-0189,train
qwen-Disgust-0190,train
qwen-Disgust-0191,test
qwen-Disgust-0192,train
qwen-Disgust-0193,test
qwen-Disgust-0194,train
qwen-Disgust-0195,train
qwen-Disgust-0196,test
qwen-Disgust-0197,train
qwen-Disgust-0198,train
qwen-Disgust-0199,train
qwen-Disgust-0200,test
qwen-Disgust-0201,train
qwen-Disgust-0202,train
qwen-Disgust-0203,train
qwen-Disgust-0204,test
qwen-Disgust-0205,train
qwen-Disgust-0206,train
qwen-Disgust-0207,train
qwen-Disgust-0208,train
qwen-Disgust-0209,train
qwen-Disgust-0210,train
qwen-Disgust-0211,validation
qwen-Disgust-0214,train
qwen-Disgust-0215,train
qwen-Disgust-0216,train
qwen-Disgust-0217,train
qwen-Disgust-0218,train
qwen-Disgust-0219,train
qwen-Disgust-0220,train
qwen-Disgust-0221,train
qwen-Disgust-0222,validation
qwen-Disgust-0223,test
qwen-Disgust-0224,train
qwen-Disgust-0226,test
qwen-Disgust-0227,train
qwen-Disgust-0228,train
qwen-Disgust-0229,train
qwen-Disgust-0230,train
qwen-Disgust-0231,train
qwen-Disgust-0232,validation
qwen-Disgust-0233,train
